TransectID,PLOT,TAG,SPECIES,TRANSECT,METER,CanopyCover,slope,aspect,DBH,Lat,Long,y.utm,x.utm,LATE.2011,MYCELIA.LATE.11,MLG.LATE.11,PEAK.2011,MYCELIA.PEAK.11,MLG.PEAK.11,EARLY.2011,MYCELIA.EARLY.11,MLG.EARLY.11,LATE.2010,MYCELIA.LATE.10,MLG.LATE.10,PEAK.2010,MYCELIA.PEAK.10,MLG.PEAK.10,EARLY.2010,MYCELIA.EARLY.10,MLG.EARLY.10,LATE.2009,MYCELIA.LATE.09,MLG.LATE.09,PEAK.2009,MYCELIA.PEAK.09,MLG.PEAK.09,EARLY.2009,MYCELIA.EARLY.09,MLG.EARLY.2009,northness,eastness,BA.123raw,Dens.123raw,BA.123ha,Dens.123ha,have6t,Dens.456raw,BA.456raw,BA.allTR.ha,Dens.allTR.ha,BA.Tr,Dens.Tr,plot,transect,time,pcr.result,Season,Year,timepoint,incidence,hot.transect,hs.plot
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.11,na,early,2011,7,0,0,2
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.10,na,late,2010,6,0,0,2
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.10,na,peak,2010,5,0,0,2
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.10,na,early,2010,4,0,0,2
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.09,neg,late,2009,3,0,0,2
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.09,neg,peak,2009,2,0,0,2
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.09,pram,early,2009,1,0,0,2
2-Jul,7,2475,UMCA,2,100,98.9575,42,120,5,37.46161292,-122.3047131,4146308.979,561489.4651,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.814180971,0.580611184,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.2012,neg,peak,2012,10,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.11,na,late,2011,9,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.11,na,peak,2011,8,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.11,na,early,2011,7,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.10,na,late,2010,6,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.10,na,peak,2010,5,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.10,na,early,2010,4,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.09,unk,late,2009,3,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.09,pram,peak,2009,2,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.09,na,early,2009,1,0,0,2
2-Jul,7,2476,UMCA,2,90,100,42,126,3.4,37.46159012,-122.3047054,4146306.454,561490.1656,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.2012,na,peak,2012,10,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.11,na,late,2011,9,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.11,na,peak,2011,8,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.11,na,early,2011,7,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.10,na,late,2010,6,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.10,na,peak,2010,5,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.10,na,early,2010,4,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.LATE.09,neg,late,2009,3,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.09,pram,peak,2009,2,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.EARLY.09,na,early,2009,1,0,0,2
2-Jul,7,2477,UMCA,2,80,100,42,126,6.1,37.46160119,-122.3045674,4146307.772,561502.3653,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,0.943984139,0.329990826,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.013134213,5,7,2,PCR.RESULT.PEAK.2012,neg,peak,2012,10,0,0,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.LATE.11,pram,late,2011,9,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.PEAK.11,culture,peak,2011,8,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.EARLY.11,pram,early,2011,7,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.LATE.10,neg,late,2010,6,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.PEAK.10,pram,peak,2010,5,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.EARLY.10,neg,early,2010,4,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.LATE.09,pram,late,2009,3,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.PEAK.09,neg,peak,2009,2,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.EARLY.09,na,early,2009,1,1,1,2
3-Jul,7,2478,UMCA,3,60,100,8,350,2,37.46174687,-122.30353,4146324.613,561593.9859,Y,NA,NA,Y,X,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,N,NA,NA,-0.283633279,-0.958932825,0.150307144,24,0.501023814,80,N,NA,NA,0.501023814,80,0.04889025,8,7,3,PCR.RESULT.PEAK.2012,na,peak,2012,10,1,1,2
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.LATE.11,culture,late,2011,9,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.11,culture,peak,2011,8,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.EARLY.11,pram,early,2011,7,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.LATE.10,na,late,2010,6,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.10,pram,peak,2010,5,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.EARLY.10,neg,early,2010,4,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.LATE.09,pram,late,2009,3,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.09,pram,peak,2009,2,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.EARLY.09,neg,early,2009,1,2,0,13
3-Aug,8,1208,UMCA,3,80,100,30,200,21.5,37.55651141,-122.3946832,4156782.506,553465.0687,Y,X,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.2012,neg,peak,2012,10,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.LATE.11,pram,late,2011,9,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.11,culture,peak,2011,8,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.EARLY.11,culture,early,2011,7,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.LATE.10,na,late,2010,6,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.10,na,peak,2010,5,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.EARLY.10,na,early,2010,4,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.LATE.09,neg,late,2009,3,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.09,neg,peak,2009,2,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.EARLY.09,neg,early,2009,1,2,0,13
3-Aug,8,1223,UMCA,3,75,100,30,200,18.9,37.55652507,-122.3948148,4156783.947,553453.4354,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,N,NA,NA,N,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.2012,neg,peak,2012,10,2,0,13
3-Aug,8,1229,UMCA,3,70,100,30,200,10.8,37.55653672,-122.3948318,4156785.23,553451.9318,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.LATE.11,pram,late,2011,9,3,0,13
3-Aug,8,1229,UMCA,3,70,100,30,200,10.8,37.55653672,-122.3948318,4156785.23,553451.9318,Y,NA,NA,Y,X,NA,Y,X,NA,N,NA,NA,Y,X,105,Y,NA,NA,Y,NA,NA,Y,NA,NA,Y,NA,NA,0.487187675,-0.873297297,6.143047498,186,20.47682499,620,Y,32,0.667676403,11.3512065,363.3333333,3.69907848,77,8,3,PCR.RESULT.PEAK.11,culture,peak,2011,8,3,0,13
